,제목,회사명,refine_기술스택,스크랩수,조회수,최소경력,최대경력,주소(시도),주소(시군구),취업축하금,데이터수집일,카테고리,기술스택
1809972,[SK계열사] 웹 프론트엔드 개발자,파킹클라우드,"['JavaScript', 'Vue.js', 'TypeScript', 'Superset', 'REST API', 'HTML5', 'CSS 3']",62,2582,1,10,서울,금천구,70,2024-01-02 00:09:41.251408,프론트엔드 개발자,Superset
1812772,웹 프론트엔드 개발자,패니지먼트,"['React', 'MySQL', 'REST API', 'React Native', 'mobX', 'TypeScript']",46,1280,2,5,서울,영등포구,70,2024-01-02 00:09:42.365476,프론트엔드 개발자,mobX
1812843,[나스닥 상장사] 프론트엔드 개발자,한류뱅크,"['HTML5', 'CSS 3', 'JavaScript', 'React', 'mobX', 'Redux', 'TypeScript']",23,571,5,15,서울,성동구,70,2024-01-02 00:10:12.026351,프론트엔드 개발자,mobX
1812946,[경력] React 개발자 (3년 이상),에이로직,"['React', 'mobX', 'TypeScript', 'Next.js', 'Vercel']",0,34,3,8,서울,동작구,70,2024-01-02 00:10:59.733522,프론트엔드 개발자,mobX
1812978,프론트엔드팀,더이앤엠,"['next.js', 'es6', 'react.js boilerplate', 'typescript', 'React', 'mobX', 'Redux']",10,581,5,15,서울,서초구,70,2024-01-02 00:11:15.713648,프론트엔드 개발자,mobX
1813036,프론트엔드 개발자(5년 이상),에스앤피랩,"['JavaScript', 'React', 'Redux', 'mobX']",1,109,5,10,서울,서초구,70,2024-01-02 00:12:01.262441,프론트엔드 개발자,mobX
1813172,풀스택 개발자 채용공고,일성유한책임회사,"['React', 'JavaScript', 'mobX', 'Recoil', 'SCSS', 'HTML5', 'PostgreSQL', 'Sequelize', 'Git', 'Docker', 'Kubernetes']",12,1076,10,20,대구,동구,70,2024-01-02 00:11:00.839858,웹 풀스택 개발자,mobX
1815562,[기후테크 기업] 대시보드/웹 개발 FE (신입/경력),EAN테크놀로지,"['JavaScript', 'React', 'Zustand', 'Next.js', 'TypeScript', 'Highcharts', 'Recoil', 'styled-components', 'Storybook']",30,948,0,10,서울,강남구,70,2024-01-02 00:09:43.477512,프론트엔드 개발자,Highcharts
1815805,프론트엔드 웹 개발자(엔드포인트보안연구개발실) 모집,지니언스,"['AngularJS', 'JavaScript', 'HTML5', 'CSS 3', 'Webpack', 'Highcharts', 'D3.js', 'Git', 'TypeScript', 'Elasticsearch']",5,293,3,15,경기,안양시,70,2024-01-02 00:11:48.806308,프론트엔드 개발자,Highcharts
1818350,[기후테크 기업] 대시보드/웹 개발 FE (신입/경력),EAN테크놀로지,"['JavaScript', 'React', 'Zustand', 'Next.js', 'TypeScript', 'Highcharts', 'Recoil', 'styled-components', 'Storybook']",30,948,0,10,서울,강남구,70,2024-01-02 00:09:43.477512,프론트엔드 개발자,Storybook
1818459,프론트엔드 개발자 (3년이상),비로보틱스,"['HTML5', 'JavaScript', 'React', 'TypeScript', 'Redux', 'Recoil', 'Storybook', 'CSS 3']",15,369,3,5,서울,송파구,70,2024-01-02 00:10:24.510406,프론트엔드 개발자,Storybook
1818547,Frontend Engineer 경력직 모집,메이크스타,"['Nuxt.js', 'vuex', 'Webpack', 'Storybook', 'Bootstrap', 'Kubernetes', 'Git', 'React']",4,171,3,15,서울,강남구,70,2024-01-02 00:11:12.381593,프론트엔드 개발자,Storybook
1818570,프론트엔드 개발자,아이헤이트플라잉버그스,"['TypeScript', 'GraphQL', 'Apollo', 'Next.js', 'Storybook', 'React', 'HTML5', 'CSS 3', 'JavaScript']",3,256,5,10,서울,영등포구,70,2024-01-02 00:11:22.626660,프론트엔드 개발자,Storybook
1818586,프론트엔드 개발자 리더,마이뮤직테이스트,"['React', 'TypeScript', 'Next.js', 'styled-components', 'Webpack', 'Jest', 'Storybook', 'Jenkins', 'Docker', 'GitHub']",0,162,5,7,서울,강남구,70,2024-01-02 00:11:40.813607,프론트엔드 개발자,Storybook
1818607,Senior Frontend Engineer · Lunit INSIGHT,루닛,"['React', 'TypeScript', 'Next.js', 'Material-UI', 'Storybook', 'React Query']",1,79,5,13,서울,강남구,70,2024-01-02 00:11:56.686459,프론트엔드 개발자,Storybook
1821141,[아드리엘] 프론트엔드 엔지니어 경력 채용,아드리엘,"['Sass', 'SCSS', 'RxJS', 'Next.js', 'TypeScript', 'vuex', 'React', 'React Native', 'Git', 'CSS 3']",117,4134,2,7,서울,종로구,70,2024-01-02 00:09:44.591252,프론트엔드 개발자,RxJS
1821174,웹 프론트엔드 개발자 모집(팀원),이파피루스,"['AngularJS', 'TypeScript', 'RxJS', 'Sass', 'GitLab', 'Jenkins', 'AWS', 'Vue.js', 'React', 'HTML5']",5,174,2,10,경기,성남시,70,2024-01-02 00:09:54.854179,프론트엔드 개발자,RxJS
1821351,웹 프론트엔드 개발자 모집(팀장급),이파피루스,"['AngularJS', 'TypeScript', 'RxJS', 'Sass', 'GitLab', 'Jenkins', 'AWS', 'Vue.js', 'React', 'HTML5']",0,102,8,15,경기,성남시,70,2024-01-02 00:11:18.036389,프론트엔드 개발자,RxJS
1821709,Android App Developer,쓰리아이,"['Kotlin', 'WebRTC', 'Android OS', 'RxJS', 'C++']",0,56,5,20,서울,강남구,70,2024-01-02 00:12:12.513223,안드로이드 개발자,RxJS
1823932,React/Next.js 프론트엔드 개발자(2년 이상),벨루가브루어리,"['Next.js', 'TypeScript', 'Jest', 'Amazon S3', 'Amazon CloudFront', 'React', 'JavaScript', 'GitHub', 'CircleCI']",24,631,2,9,서울,마포구,70,2024-01-02 00:09:45.707188,프론트엔드 개발자,Jest
1823996,React 프론트엔드 개발자,인비고웍스,"['JavaScript', 'TypeScript', 'React', 'Recoil', 'Redux', 'Next.js', 'ExpressJS', 'Webpack', 'Jest', 'CSS 3']",6,239,2,4,경기,성남시,70,2024-01-02 00:10:12.026351,프론트엔드 개발자,Jest
1824027,프론트엔드 개발(NILE 플랫폼),위메이드,"['React', 'JavaScript', 'Nuxt.js', 'Next.js', 'Jest', 'TypeScript', 'HTML5', 'CSS 3', 'Vue.js', 'AngularJS']",8,234,3,10,경기,성남시,70,2024-01-02 00:10:21.064382,프론트엔드 개발자,Jest
1824162,프론트엔드 개발자 리더,마이뮤직테이스트,"['React', 'TypeScript', 'Next.js', 'styled-components', 'Webpack', 'Jest', 'Storybook', 'Jenkins', 'Docker', 'GitHub']",0,162,5,7,서울,강남구,70,2024-01-02 00:11:40.813607,프론트엔드 개발자,Jest
1824180,Frontend Engineer · AI Platform,루닛,"['HTML5', 'CSS 3', 'JavaScript', 'TypeScript', 'Next.js', 'Yarn', 'Webpack', 'Parcel', 'Jest', 'Cypress']",5,182,3,7,서울,강남구,70,2024-01-02 00:11:53.286951,프론트엔드 개발자,Jest
1826009,프론트엔드 개발(NILE 플랫폼),위메이드,"['React', 'JavaScript', 'Nuxt.js', 'Next.js', 'Jest', 'TypeScript', 'HTML5', 'CSS 3', 'Vue.js', 'AngularJS']",8,234,3,10,경기,성남시,70,2024-01-02 00:10:21.064382,블록체인,Jest
1826720,React/Next.js 프론트엔드 개발자(2년 이상),벨루가브루어리,"['Next.js', 'TypeScript', 'Jest', 'Amazon S3', 'Amazon CloudFront', 'React', 'JavaScript', 'GitHub', 'CircleCI']",24,631,2,9,서울,마포구,70,2024-01-02 00:09:45.707188,프론트엔드 개발자,Amazon CloudFront
1826748,[닥터팔레트] 프론트엔드 개발자 (병역특례 가능),메디블록,"['TypeScript', 'Dart', 'Visual Studio Code', 'IntelliJ IDEA', 'GraphQL', 'React', 'React Native', 'Flutter', 'Amazon EC2', 'Amazon CloudFront', 'Amazon S3']",11,388,3,5,서울,강남구,70,2024-01-02 00:09:53.692668,프론트엔드 개발자,Amazon CloudFront
1827186,웹 풀스택 개발자,데키스트,"['Amazon DynamoDB', 'Amazon ElastiCache', 'Amazon CloudWatch', 'Amazon CloudFront', 'Python', 'JavaScript', 'Adobe XD', 'Vue.js', 'Git', 'PHP']",1,48,3,10,경기,용인시,70,2024-01-02 00:12:02.379502,웹 풀스택 개발자,Amazon CloudFront
1829510,[판다랭크] 풀스택 Nodejs 개발자(프론트엔드 위주),선데이띵커,"['HTML5', 'SCSS', 'CSS 3', 'EJS', 'JavaScript', 'jQuery', 'TypeScript']",21,1292,1,3,서울,마포구,70,2024-01-02 00:09:45.707188,프론트엔드 개발자,EJS
1829794,[판다랭크] 풀스택 Nodejs 개발자(프론트엔드 위주),선데이띵커,"['HTML5', 'SCSS', 'CSS 3', 'EJS', 'JavaScript', 'jQuery', 'TypeScript']",21,1292,1,3,서울,마포구,70,2024-01-02 00:09:45.707188,웹 풀스택 개발자,EJS
1832303,웹 개발(프론트엔드),스왈라비,"['jQuery', 'JavaScript', 'Git', 'React', 'HTML5', 'Vue.js', 'Next.js', 'Recoil', 'React Query', 'Emotion']",21,618,2,5,서울,강남구,70,2024-01-02 00:09:46.859082,프론트엔드 개발자,Emotion
1832397,웹 프론트엔드 (React) 개발자 (광교중앙역 근무),에듀이엔브이,"['React', 'JavaScript', 'TypeScript', 'Redux', 'HTML5', 'CSS 3', 'Emotion', 'Bootstrap', 'WebSocket', 'Webpack', 'Yarn']",6,290,1,5,경기,수원시,70,2024-01-02 00:10:23.396800,프론트엔드 개발자,Emotion
1832404,[월급쟁이부자들] 리액트 네이티브 엔지니어(RN),월급쟁이부자들,"['React', 'React Native', 'JavaScript', 'TypeScript', 'Redux', 'styled-components', 'Emotion', 'React Query', 'ESLint', 'Prettier']",12,262,2,25,서울,서초구,70,2024-01-02 00:10:26.802624,프론트엔드 개발자,Emotion
1832549,Senior Frontend Engineer,타이드스퀘어,"['React', 'TypeScript', 'Emotion', 'React Query', 'Protobuf', 'GraphQL', 'Git', 'Gerrit Code Review', 'Create React App', 'Yarn']",1,171,5,20,서울,중구,70,2024-01-02 00:11:57.853253,프론트엔드 개발자,Emotion
1832939,[월급쟁이부자들] 리액트 네이티브 엔지니어(RN),월급쟁이부자들,"['React', 'React Native', 'JavaScript', 'TypeScript', 'Redux', 'styled-components', 'Emotion', 'React Query', 'ESLint', 'Prettier']",12,262,2,25,서울,서초구,70,2024-01-02 00:10:26.802624,크로스플랫폼 앱개발자,Emotion
1835094,Frontend Engineer(React),위펀,"['JavaScript', 'Java', 'React', 'TypeScript', 'Git', 'HTML5', 'CSS 3', 'Semantic UI', 'Semantic UI React', 'Vue.js']",34,1091,3,5,서울,강남구,70,2024-01-02 00:09:48.022316,프론트엔드 개발자,Semantic UI
1835236,Senior Frontend Engineer (React),위펀,"['JavaScript', 'React', 'Java', 'TypeScript', 'Git', 'HTML5', 'CSS 3', 'Semantic UI', 'Semantic UI React', 'Vue.js']",3,209,7,15,서울,강남구,70,2024-01-02 00:10:54.014728,프론트엔드 개발자,Semantic UI
1837882,Frontend Engineer(React),위펀,"['JavaScript', 'Java', 'React', 'TypeScript', 'Git', 'HTML5', 'CSS 3', 'Semantic UI', 'Semantic UI React', 'Vue.js']",34,1091,3,5,서울,강남구,70,2024-01-02 00:09:48.022316,프론트엔드 개발자,Semantic UI React
1838024,Senior Frontend Engineer (React),위펀,"['JavaScript', 'React', 'Java', 'TypeScript', 'Git', 'HTML5', 'CSS 3', 'Semantic UI', 'Semantic UI React', 'Vue.js']",3,209,7,15,서울,강남구,70,2024-01-02 00:10:54.014728,프론트엔드 개발자,Semantic UI React
1840688,[닥터팔레트] 프론트엔드 개발자 (병역특례 가능),메디블록,"['TypeScript', 'Dart', 'Visual Studio Code', 'IntelliJ IDEA', 'GraphQL', 'React', 'React Native', 'Flutter', 'Amazon EC2', 'Amazon CloudFront', 'Amazon S3']",11,388,3,5,서울,강남구,70,2024-01-02 00:09:53.692668,프론트엔드 개발자,Dart
1840815,[MOFIN] 2023 하반기 채용 - 프론트엔드 개발자,모핀,"['React Native', 'Flutter', 'Java', 'Dart', 'React', 'Node.js', 'REST API']",1,182,5,7,서울,금천구,70,2024-01-02 00:10:55.185900,프론트엔드 개발자,Dart
1841252,iOS 개발자,에스앤피랩,"['OpenAPI', 'Kotlin', 'GraphQL', 'iOS', 'Dart', 'Swift', 'NoSql']",4,582,2,10,서울,서초구,70,2024-01-02 00:10:18.846373,IOS 개발자,Dart
1841289,모바일앱 플러터 Flutter 개발자,아몬드컴퍼니,"['Flutter', 'Android OS', 'iOS', 'REST API', 'WebRTC', 'Git', 'Jira', 'Zeplin', 'Dart']",25,819,2,5,서울,강남구,70,2024-01-02 00:09:59.480579,크로스플랫폼 앱개발자,Dart
1841292,Flutter 개발자,코보시스,"['Flutter', 'Android OS', 'iOS', 'Dart', 'Git', 'React', 'Vue.js', 'Jira']",28,1214,3,10,서울,송파구,70,2024-01-02 00:10:07.408654,크로스플랫폼 앱개발자,Dart
1841294,플러터 개발자(Flutter),비밀리,"['Flutter', 'Dart', 'Jira', 'Confluence', 'Git', 'Android OS', 'iOS', 'REST API']",13,931,2,3,경기,성남시,70,2024-01-02 00:10:10.861370,크로스플랫폼 앱개발자,Dart
1841295,모바일 앱 개발자 구인,블랙탠저린,"['Kotlin', 'Swift', 'iOS', 'Android OS', 'Flutter', 'Dart']",32,1162,3,15,서울,강남구,70,2024-01-02 00:10:12.026351,크로스플랫폼 앱개발자,Dart
1841297,플러터(Flutter) 개발자,콘돌,"['Flutter', 'Dart', 'Blockchain']",10,770,1,5,서울,강동구,70,2024-01-02 00:10:15.417443,크로스플랫폼 앱개발자,Dart
1841305,모바일앱 개발자(Flutter),리브애니웨어,"['Flutter', 'Dart', 'REST API', 'Android OS', 'iOS', 'GitHub']",3,202,5,15,서울,강남구,70,2024-01-02 00:10:29.051722,크로스플랫폼 앱개발자,Dart
1841308,[에픽원] Flutter(플러터) 앱 개발자,에픽코퍼레이션,"['Flutter', 'Dart', 'Hasura', 'GraphQL', 'React Native', 'Android OS', 'iOS', 'GitHub', 'Bitbucket', 'Sketch']",15,633,3,10,서울,성동구,70,2024-01-02 00:10:36.967121,크로스플랫폼 앱개발자,Dart
1841317,[MOFIN] 2023 하반기 채용 - 프론트엔드 개발자,모핀,"['React Native', 'Flutter', 'Java', 'Dart', 'React', 'Node.js', 'REST API']",1,182,5,7,서울,금천구,70,2024-01-02 00:10:55.185900,크로스플랫폼 앱개발자,Dart
1841329,[Pding] 플러터 앱 개발자,피딩코리아,"['Flutter', 'Dart']",3,107,0,10,서울,서초구,70,2024-01-02 00:11:15.713648,크로스플랫폼 앱개발자,Dart
1842736,플러터(Flutter) 개발자,콘돌,"['Flutter', 'Dart', 'Blockchain']",10,770,1,5,서울,강동구,70,2024-01-02 00:10:15.417443,블록체인,Dart
1843480,웹 프론트엔드 엔지니어,니어스랩,"['TypeScript', 'React', 'React Hook Form', 'JavaScript', 'Next.js']",22,641,2,10,서울,강남구,70,2024-01-02 00:09:56.046506,프론트엔드 개발자,React Hook Form
1846273,클라우드 소프트웨어 Front-end Engineer,이마고웍스,"['JavaScript', 'TypeScript', 'MongoDB', 'AZURE', 'Azure DevOps', 'Microsoft Teams', 'HTML5', 'CSS 3', 'React']",7,135,2,7,서울,강남구,70,2024-01-02 00:09:57.205315,프론트엔드 개발자,Azure DevOps
1847355,Azure Cloud Solutions Architect 개발자,유룸,"['Azure DevOps', 'OAuth2', 'Azure Storage', 'Docker', 'Azure Cosmos DB', 'Azure App Service', 'SQL', 'Git']",2,258,2,8,서울,강남구,70,2024-01-02 00:11:52.139497,devops/시스템 엔지니어,Azure DevOps
1847363,클라우드 인프라 운영 (서울센터),엠아이티,"['MSA', 'Azure DevOps', 'AWS', 'AZURE', 'Kubernetes']",0,91,2,40,서울,금천구,70,2024-01-02 00:11:58.974428,devops/시스템 엔지니어,Azure DevOps
1847372,클라우드 인프라 운영 (울산센터),엠아이티,"['MSA', 'Azure DevOps', 'AWS', 'AZURE', 'Kubernetes']",0,70,2,40,울산,남구,70,2024-01-02 00:12:05.804623,devops/시스템 엔지니어,Azure DevOps
1847387,DevOps Engineer (경력)채용,모니터랩,"['Azure DevOps', 'Kubernetes', 'AWS', 'AZURE', 'GCP', 'Docker', 'K8S']",1,68,4,15,서울,구로구,70,2024-01-02 00:12:17.056000,devops/시스템 엔지니어,Azure DevOps
1849069,"웹 서비스 개발(FrondEnd, ReactJS)",래브라도랩스,"['React', 'JavaScript', 'ES6', 'HTML5', 'CSS 3', 'Router', 'REST API', 'Redux']",5,373,5,10,서울,서초구,70,2024-01-02 00:10:00.589561,프론트엔드 개발자,Router
1850069,[안양 상주] 네트워크 엔지니어 정규직 채용,링네트,"['Network', 'L2', 'L3', 'L4', 'L7', 'Router', 'Switch', 'Cisco']",1,49,2,8,경기,안양시,70,2024-01-02 00:10:54.014728,devops/시스템 엔지니어,Router
1850084,네트워크 엔지니어 (Field),링네트,"['Network', 'Firewall', 'VPN', 'Router', 'Switch', 'L2', 'L3', 'L4', 'L7', 'Cisco']",1,292,1,15,서울,구로구,70,2024-01-02 00:11:03.123549,devops/시스템 엔지니어,Router
1850093,네트워크 엔지니어 (이천 SK하이닉스 상주),링네트,"['Cisco', 'Cisco ISE', 'Network', 'L2', 'L4', 'L7', 'Router', 'Switch']",0,99,1,9,경기,이천시,70,2024-01-02 00:11:12.381593,devops/시스템 엔지니어,Router
1850105,"네트워크 엔지니어 (춘천 상주, 정규직)",링네트,"['Network', 'Firewall', 'VPN', 'Router', 'Switch', 'L2', 'L3', 'Cisco']",0,76,2,15,강원,춘천시,70,2024-01-02 00:11:24.899022,devops/시스템 엔지니어,Router
1850115,"Data Center Cable Install Technician, Infrastructure Delivery",아마존웹서비시즈코리아,"['Network', 'Switch', 'Router']",3,500,0,10,서울,강남구,70,2024-01-02 00:11:31.696064,devops/시스템 엔지니어,Router
1850139,네트워크 엔지니어 (청주 SK하이닉스 담당자),링네트,"['Cisco', 'Cisco ISE', 'Network', 'L2', 'L4', 'L7', 'Router', 'Switch']",0,31,2,9,충북,청주시,70,2024-01-02 00:11:49.913476,devops/시스템 엔지니어,Router
1850182,[청주 상주] 네트워크 엔지니어 정규직 채용,링네트,"['Network', 'L2', 'L3', 'L4', 'L7', 'Router', 'Switch', 'Cisco']",0,54,2,8,충북,청주시,70,2024-01-02 00:12:21.635375,devops/시스템 엔지니어,Router
1850210,네트워크 엔지니어 (Field),링네트,"['Network', 'Firewall', 'VPN', 'Router', 'Switch', 'L2', 'L3', 'L4', 'L7', 'Cisco']",1,292,1,15,서울,구로구,70,2024-01-02 00:11:03.123549,정보보안 담당자,Router
1850399,HW 시스템 개발자 채용,가온브로드밴드,"['Router', 'Embedded', 'Network', 'HW', 'ethernet', 'Spectrum', 'Scope']",0,69,3,20,경기,성남시,70,2024-01-02 00:10:29.051722,HW/임베디드,Router
1851151,[안양 상주] 네트워크 엔지니어 정규직 채용,링네트,"['Network', 'L2', 'L3', 'L4', 'L7', 'Router', 'Switch', 'Cisco']",1,49,2,8,경기,안양시,70,2024-01-02 00:10:54.014728,기술지원,Router
1851178,"Data Center Cable Install Technician, Infrastructure Delivery",아마존웹서비시즈코리아,"['Network', 'Switch', 'Router']",3,500,0,10,서울,강남구,70,2024-01-02 00:11:31.696064,기술지원,Router
1851213,IoT/RFID 기술 엔지니어 신입직원 채용,인사이트스토리,"['Network', 'Router']",0,46,0,1,서울,서초구,70,2024-01-02 00:12:11.403249,기술지원,Router
1851224,[청주 상주] 네트워크 엔지니어 정규직 채용,링네트,"['Network', 'L2', 'L3', 'L4', 'L7', 'Router', 'Switch', 'Cisco']",0,54,2,8,충북,청주시,70,2024-01-02 00:12:21.635375,기술지원,Router
1851858,[윌라] 프론트엔드 개발자,인플루엔셜,"['Next.js', 'TypeScript', 'Cypress', 'Webpack', 'Docker', 'Vue.js', 'React', 'Angular 2', 'GitHub', 'HTML5']",169,5262,3,10,서울,서초구,70,2024-01-02 00:10:00.589561,프론트엔드 개발자,Cypress
1852060,Frontend Engineer · AI Platform,루닛,"['HTML5', 'CSS 3', 'JavaScript', 'TypeScript', 'Next.js', 'Yarn', 'Webpack', 'Parcel', 'Jest', 'Cypress']",5,182,3,7,서울,강남구,70,2024-01-02 00:11:53.286951,프론트엔드 개발자,Cypress
1854671,프론트엔드 다기능 개발자,VFTPartner,"['PHP', 'Android Studio', 'HTML5', 'CSS 3', 'JavaScript']",13,885,2,20,대전,서구,70,2024-01-02 00:10:14.323430,프론트엔드 개발자,Android Studio
1855080,[MiNER] 안드로이드 개발자,마이너,"['Android Studio', 'Kotlin', 'OkHttp', 'AI/인공지능', 'Android OS', 'GitHub', 'Java']",91,3785,0,5,서울,강남구,70,2024-01-02 00:09:48.022316,안드로이드 개발자,Android Studio
1855081,[패스오더] Android 개발자 (병역특례/산업기능요원/보충역/전직),페이타랩,"['Java', 'Kotlin', 'Android Studio', 'Git', 'Slack', 'REST API', 'notion.so', 'Socket.IO', 'Android OS']",65,2405,0,20,서울,강남구,70,2024-01-02 00:09:50.251522,안드로이드 개발자,Android Studio
1855083,"안드로이드 AOS 주니어 개발자(주 4.5일, 10 to 19)",피피프렌즈,"['Kotlin', 'Java', 'Git', 'Android Studio', 'Android OS']",7,228,0,4,서울,서초구,70,2024-01-02 00:09:53.692668,안드로이드 개발자,Android Studio
1855085,배달파트 모바일 앱 개발자 (Android),바로고,"['Android Studio', 'Kotlin', 'Java', 'Flow', 'Flutter', 'Android OS']",19,808,3,10,서울,강남구,70,2024-01-02 00:09:57.205315,안드로이드 개발자,Android Studio
1855086,"[경력] 안드로이드 AOS  시니어 개발자(주 4.5일, 10 to 19)",피피프렌즈,"['Kotlin', 'Java', 'Git', 'Android Studio', 'Android OS']",8,516,5,8,서울,서초구,70,2024-01-02 00:09:58.314874,안드로이드 개발자,Android Studio
1855088,[패스오더] 안드로이드 개발자,페이타랩,"['Java', 'Kotlin', 'Android Studio', 'Git', 'Slack', 'REST API', 'notion.so', 'Socket.IO']",62,2470,3,10,서울,강남구,70,2024-01-02 00:10:00.589561,안드로이드 개발자,Android Studio
1855106,[뮤직플랫폼FLO] 안드로이드 개발자,드림어스컴퍼니,"['Kotlin', 'Android Studio', 'Android OS', 'Android SDK']",36,1132,3,7,서울,서초구,70,2024-01-02 00:10:26.802624,안드로이드 개발자,Android Studio
1855109,[나스닥 상장사] 안드로이드 개발자,한류뱅크,"['Kotlin', 'Java', 'Android OS', 'Android SDK', 'Android Studio', 'Git']",4,231,5,15,서울,영등포구,70,2024-01-02 00:10:31.328247,안드로이드 개발자,Android Studio
1855127,안드로이드 개발자,아이엠파인,"['Android OS', 'Android SDK', 'Android Studio', 'Kotlin', 'Java']",11,1335,2,6,서울,마포구,70,2024-01-02 00:10:51.728102,안드로이드 개발자,Android Studio
1855141,Android Developer(전문연구요원),웰트,"['Kotlin', 'Java', 'Realm', 'Android Studio', 'Jira', 'Git', 'Bitbucket', 'Figma']",0,527,2,8,서울,서초구,70,2024-01-02 00:11:16.874262,안드로이드 개발자,Android Studio
1855145,Android Automotive Frameworks 개발,모트렉스,"['Android OS', 'Android Studio', 'Linux', 'Java', 'C++', 'Android SDK', 'C']",5,603,5,10,경기,성남시,70,2024-01-02 00:11:26.019346,안드로이드 개발자,Android Studio
1855150,안드로이드 네이티브 개발자 채용,미니레코드,"['Java', 'Kotlin', 'REST API', 'Android Studio', 'Android OS']",5,213,2,7,서울,송파구,70,2024-01-02 00:11:33.995486,안드로이드 개발자,Android Studio
1855152,Android Developer,웰트,"['Kotlin', 'Java', 'Realm', 'Android Studio', 'Jira', 'Git', 'Bitbucket', 'Figma']",4,437,3,5,서울,서초구,70,2024-01-02 00:11:36.275422,안드로이드 개발자,Android Studio
1855153,Android 개발자 Senior,오픈플랜,"['Kotlin', 'Android Studio', 'Android SDK', 'Git', 'Java', 'Android OS']",2,79,5,8,서울,성동구,70,2024-01-02 00:11:37.390563,안드로이드 개발자,Android Studio
1855904,소프트웨어 프로그램 개발자,아이디정보시스템,"['C#', 'MSSQL', 'Oracle', 'Android Studio']",8,1076,5,20,서울,금천구,70,2024-01-02 00:11:05.408225,개발 PM,Android Studio
1856295,소프트웨어 프로그램 개발자,아이디정보시스템,"['C#', 'MSSQL', 'Oracle', 'Android Studio']",8,1076,5,20,서울,금천구,70,2024-01-02 00:11:05.408225,SW/솔루션,Android Studio
1856370,Android Automotive Frameworks 개발,모트렉스,"['Android OS', 'Android Studio', 'Linux', 'Java', 'C++', 'Android SDK', 'C']",5,603,5,10,경기,성남시,70,2024-01-02 00:11:26.019346,SW/솔루션,Android Studio
1857464,프론트엔드 개발자 채용 (재택근무가능),다이얼커뮤니케이션즈,"['HTML5', 'CSS 3', 'ES6', 'Ember.js', 'Git', 'Jira', 'JavaScript']",20,843,2,10,서울,강서구,70,2024-01-02 00:10:15.417443,프론트엔드 개발자,Ember.js
1860258,[리멤버] Web Front-end Software Engineer,드라마앤컴퍼니,"['TypeScript', 'React', 'Next.js', 'SWR', 'styled-components', 'Git Flow', 'AWS']",35,407,3,10,서울,강남구,70,2024-01-02 00:10:16.575355,프론트엔드 개발자,SWR
1860836,모바일 App 개발자,스테이지랩스,"['React Native', 'TypeScript', 'REST API', 'React Query', 'SWR', 'Redux', 'Zustand', 'Recoil', 'iOS', 'Android OS']",8,209,3,12,서울,중구,70,2024-01-02 00:11:02.013623,크로스플랫폼 앱개발자,SWR
1863049,Front-end Engineer,머스트잇,"['Vue.js', 'React', 'REST API', 'Node.js', 'TypeScript', 'MSA', 'Docker', 'Kubernetes', 'Koa', 'AWS', 'Terraform']",13,123,3,10,서울,강남구,70,2024-01-02 00:10:17.690311,프론트엔드 개발자,Koa
1865844,프론트엔드 개발자 채용,구루미,"['Next.js', 'React', 'WebSocket', 'Redis', 'Hazelcast', 'AWS', 'AZURE', 'WebRTC']",4,243,3,10,서울,강남구,70,2024-01-02 00:10:21.064382,프론트엔드 개발자,Hazelcast
1868634,[강남역] 프론트엔드 개발자 - 플랫폼 서비스,투브플러스,"['JavaScript', 'HTML5', 'Java', 'C#', 'MySQL', 'Python', '.NET', 'Vue.js', 'Spring Framework', 'Entity Framework']",8,1395,2,5,서울,강남구,70,2024-01-02 00:10:21.064382,프론트엔드 개발자,Entity Framework
1870309,.NET 프로그래머 채용 (조사 솔루션 관리),마크로밀엠브레인,"['C#', '.NET', 'WPF', 'Entity Framework', 'Web Components', 'ASP.NET', 'Bootstrap', 'Ajax', 'HTML5', 'Blazor']",6,137,2,10,서울,강남구,70,2024-01-02 00:11:24.899022,SW/솔루션,Entity Framework
1870392,.NET 프로그래머 채용 (구매 데이터 관리),마크로밀엠브레인,"['C#', '.NET', 'WPF', 'Entity Framework', 'Web Components', 'ASP.NET', 'Bootstrap', 'Ajax', 'Blazor', 'MSSQL']",1,109,2,10,서울,강남구,70,2024-01-02 00:11:48.806308,SW/솔루션,Entity Framework
1871423,프론트엔드 개발(NILE 플랫폼),위메이드,"['React', 'JavaScript', 'Nuxt.js', 'Next.js', 'Jest', 'TypeScript', 'HTML5', 'CSS 3', 'Vue.js', 'AngularJS']",8,234,3,10,경기,성남시,70,2024-01-02 00:10:21.064382,프론트엔드 개발자,Nuxt.js
1871430,프론트엔드(FrontEnd) 웹 개발자,GC케어,"['Vue.js', 'Nuxt.js', 'TypeScript', 'React']",17,251,3,5,서울,영등포구,70,2024-01-02 00:10:24.510406,프론트엔드 개발자,Nuxt.js
1871446,Frontend Engineer,데이터메이커,"['JavaScript', 'ES6', 'Rust', 'Vue.js', 'Nuxt.js', 'TailwindCSS', 'three.js', 'GitHub']",65,3890,3,15,대전,유성구,70,2024-01-02 00:10:30.220033,프론트엔드 개발자,Nuxt.js
